,close,interval1,interval2,interval3,interval4,interval5,interval6,interval7,interval8,interval9,interval10,interval11,interval12,interval13,interval14,interval15,interval16,interval17,interval18,interval19,interval20,SMA50,SMA200,trend
0,6448.27002,,,,,,,,,,,,,,,,,,,,,,,-1.0
1,6442.490234000001,,,,,,,,,,,,,,,,,,,,,,,-1.0
2,6544.089844,94.61741617544651,,,,,,,,,,,,,,,,,,,,,,-1.0
3,6567.180176,96.2361397879115,95.57001759059447,,,,,,,,,,,,,,,,,,,,,-1.0
4,6600.660156,97.9894996514195,96.80126423145651,96.47465916804244,,,,,,,,,,,,,,,,,,,,-1.0
5,6549.47998,40.42065559336806,59.122126933090314,68.1209186683293,73.52298948852707,,,,,,,,,,,,,,,,,,,-1.0
6,6625.669922,78.3283004702509,78.13052236792637,79.8660981720125,81.6475640670041,80.44761910574553,,,,,,,,,,,,,,,,,,-1.0
7,6703.790039,90.59692923830558,87.24943552958271,86.61028066311157,86.82793452138836,85.2076623703528,84.58207806728704,,,,,,,,,,,,,,,,,-1.0
8,6709.180176,91.27828198399543,87.7769244524454,87.01056382551472,87.14099018175311,85.4999424003158,84.84012480366727,84.8037910938206,,,,,,,,,,,,,,,,-1.0
9,6762.290039,96.40775927385565,92.4147901568947,90.6734957956316,90.05275287663098,88.24597437063514,87.28620126091181,86.92160225866827,86.68972996521637,,,,,,,,,,,,,,,-1.0
10,6726.879883,54.03269586378228,66.9927926007641,72.49901361930296,75.75625625279496,76.63434380932773,77.55266648278145,78.5772364510573,79.3071232284792,80.06472466513924,,,,,,,,,,,,,,-1.0
11,6765.370117,76.4938635967021,77.21315603940985,78.689632559978,80.05791471672927,80.05719828711388,80.33376131754619,80.85981814369629,81.25882775939975,81.74925692761903,81.59372375516102,,,,,,,,,,,,,-1.0
12,6833.100098000001,91.35697161599519,87.46112487890906,86.05476740414251,85.65606882020744,84.76869768654602,84.32154429079769,84.2373689786759,84.20750290643959,84.33699376690784,83.97307367661918,83.78249081289026,,,,,,,,,,,,-1.0
13,6843.870117,92.8040221873892,88.67587019072708,87.00685784905072,86.41413497037392,85.42571525258401,84.88994998019665,84.72715156369061,84.6398317277757,84.71978503933302,84.327446447423,84.11026469674854,84.0834571117083,,,,,,,,,,,-1.0
14,6883.899901999999,96.79403107076567,92.64720890054522,90.29162456626779,89.09235724803331,87.77727500010059,86.94264293177451,86.50793746995868,86.21748371243712,86.1206032405278,85.62678822248489,85.31379013325349,85.19011716082359,85.11048238464639,,,,,,,,,,-1.0
15,6850.029785,49.93726925994849,64.11131538058524,70.25445452245249,73.72153371482044,75.42128910772942,76.66203782700619,77.74246443875207,78.53882128266116,79.28706565698768,79.4928705377674,79.73896552697312,80.0860331245148,80.38418419758875,80.70429969810714,,,,,,,,,-1.0
16,6755.75,13.514894984503545,28.044783868255617,38.524616140055564,46.067311279337325,51.300177810129156,55.39152935358932,58.79161688211793,61.411348846147405,63.66326153551181,65.19322353763462,66.53631407795979,67.83084885877142,68.91260283310713,69.91022848083671,70.5391954646718,,,,,,,,-1.0
17,6696.47998,7.049863399949061,18.324052115154178,27.94529290077412,35.57934015801436,41.32882364724452,46.025432031316086,50.0295705265936,53.20532112501483,55.96060049115882,57.980662734565435,59.75140918584102,61.4288706605904,62.84108175130781,64.1326298440856,65.04534775214805,65.36351946107189,,,,,,,-1.0
18,6660.689941,4.468395704369215,13.945739503850053,22.885375343884746,30.361826213649746,36.22647951446281,41.126403893586335,45.3638463815185,48.77756137824259,51.7589318752917,54.01154982096665,55.990319981785,57.85671857135696,59.43575775344235,60.877603441366034,61.9382094641154,62.42485398068697,62.59038272050045,,,,,,-1.0
19,6656.080078,4.083231564987701,13.33035836689271,22.195201570320734,29.66150895383553,35.54814986799857,40.47894253327376,44.74952098676547,48.196366673998156,51.20867396003743,53.49272170095354,55.49944765320518,57.391036591551924,58.992332031523496,60.45416453357312,61.534362687802556,62.043117975773,62.23031244693793,62.250207630969555,,,,,-1.0
20,6740.740234000001,76.9764670579973,60.88180545999481,55.24512874244044,54.01217587370497,54.375373485538006,55.491997069718245,56.97777512024879,58.42991122015957,59.906381209407215,61.05091300047872,62.1479602409063,63.27243876380037,64.26512875103012,65.21496449170382,65.89095840215239,66.08944076646915,66.03033012602354,65.84835292162126,65.67616354583913,,,,-1.0
21,6823.859863,90.76202055777135,78.36385643953885,71.23847412287599,67.72481613227939,66.05707158719181,65.46862216768503,65.53642424906924,65.8756431008785,66.4338614977305,66.8663625000839,67.36947228244173,67.97425629111987,68.54191419885944,69.12494564668997,69.50770212609996,69.48306940063092,69.24680781081061,68.91858071042255,68.61942613754232,68.48430287923335,,,-1.0
22,6813.089844,78.57057892859474,72.10117853403462,67.09611283714015,64.6047379504241,63.52797291704294,63.32293576561639,63.66103730813295,64.19945340113851,64.91237475072073,65.473032393886,66.08097102525257,66.7743201510956,67.41604976432716,68.06283841374568,68.50377014201051,68.53877478719103,68.35879330259472,68.08147201952309,67.8261586115943,67.73041160618149,,,-1.0
23,6806.160156,66.99095887188425,66.93812873042744,63.9080639296704,62.296459320901775,61.70391903553385,61.80244869193297,62.349057363204054,63.038397320500636,63.866673384681796,64.52146308367715,65.2055995977811,65.96266567989547,66.65736751206009,67.34944674776054,67.83136986646402,67.90785423346605,67.76674420959188,67.52443406608357,67.29922456407417,67.23041165916825,,,-1.0
24,6833.47998,84.73259739011532,76.77369788553172,71.1210084376261,67.94121500033202,66.2838237476087,65.60147670039701,65.54811885784356,65.78300615309414,66.24842223021574,66.62502737545569,67.0810872543413,67.64248728560236,68.1778286765876,68.73371938847606,69.1065534419803,69.09936744815136,68.8914299287365,68.5937766830902,68.32057992589137,68.20212432841947,,,-1.0
25,6746.899901999999,19.228232043492376,31.801204356934328,38.55917066776728,42.647717200852945,45.56205786984406,47.963917485636756,50.12334506110735,52.01299925474391,53.76846210755603,55.21296974736247,56.54401142712266,57.84189510640714,58.99611731905029,60.08415305836864,60.940454608930295,61.420731058004066,61.670872030341194,61.787890430759404,61.87381026531901,62.07684510562351,,,-1.0
26,6773.060059,44.94711796662131,46.10878275145769,48.127001075548684,49.71776774163444,51.10439170689612,52.468699017134334,53.8716970691021,55.20062477371327,56.51840091178919,57.625360371496434,58.683240062249745,59.75075883409847,60.71753499895786,61.646629992688254,62.37343760602243,62.74962993572567,62.91440350309146,62.96001623773096,62.98469924821705,63.12745803194335,,,-1.0
27,6855.799805,81.73531721575581,72.9909362044913,68.68901656095582,66.19378425432487,64.73216421593598,63.97616524195602,63.725614127312355,63.76504190170763,64.0360693600717,64.3129878935837,64.68205416225572,65.15646029013375,65.63197832455343,66.13835700179081,66.51756797882835,66.61421051846229,66.54883517846727,66.40079787018213,66.25787906494106,66.23402493972671,,,-1.0
28,6806.540039,45.517836433903916,50.49644095565574,52.24851177756806,53.21678026504938,53.983067139476084,54.76657078616495,55.63860771915845,56.527127327403434,57.46390456708627,58.288504423117615,59.10822343789937,59.96232682585482,60.758433015541414,61.5409258573535,62.16924920540111,62.51178437118781,62.676795752430515,62.73829245955185,62.778861864188904,62.92015922212054,,,-1.0
29,6858.109863,71.73829069093154,66.64071737937526,64.20682891789527,62.768491396201085,61.92575822762536,61.53036600672157,61.48629698060758,61.65352276690833,62.00042912053807,62.34996721567696,62.77201967930627,63.282033098728775,63.789863817166214,64.32269093239678,64.7429773703049,64.9151805987999,64.93811295819624,64.87899494486956,64.81477426291103,64.85316260873653,,,-1.0
30,6961.629883,90.36149249214948,83.16869869227752,78.57044409564988,75.38097534117628,73.10716659526302,71.50803048366386,70.42895204130159,69.7177554069018,69.30261948074582,69.01244041629656,68.8782902091253,68.89127144853964,68.97158755427115,69.1256737770605,69.2258932742438,69.13551853442007,68.9381349252378,68.69036688960819,68.46008872460125,68.33271645843007,,,-1.0
